df,dl,dr,v,w
2.9045706,0.28513852,2.7364125,0.5,0.67538255
3.164248,2.8414898,3.3690238,0.5,0.66499484
0.6770402,0.9031004,0.9197051,0.0062998813,0.040618923
2.067814,2.4224846,0.7322874,0.3266092,-0.7101479
3.1605554,2.6179924,3.5802963,0.4997285,0.74494845
2.7744973,3.1533687,3.162075,0.48817542,0.03690354
2.2553928,2.6166215,2.4853497,0.3862102,-0.110452026
2.4901412,2.6379054,2.3899922,0.47500435,-0.2520001
2.8851557,2.4396274,2.9332404,0.5,0.59891844
0.84751856,1.007953,0.8189186,0.0,-0.39731026
2.816478,1.9863564,3.097378,0.47374922,0.7121107
3.4675024,3.8204458,2.9132931,0.48452428,-0.6561429
3.1609979,3.7628806,2.5295806,0.5,-0.6716716
2.6094701,2.7305484,2.467489,0.49897692,-0.29102778
0.8963841,1.7039647,0.6324936,0.012956234,-0.7576601
2.2257774,2.084617,2.6224158,0.37348092,0.5720567
2.3046496,2.1779065,2.2098002,0.42669344,0.0697282
1.6328087,1.7377995,2.12615,0.13928907,0.44826788
0.75467616,2.1001456,0.65318006,0.0,-0.72883326
3.0148904,3.0018284,4.338757,0.5,0.6256361
2.4884408,3.793434,2.6270134,0.4964122,-0.64794713
1.2357894,1.3970532,0.31950778,0.062566064,-0.69778997
2.6287727,2.3913841,2.4943128,0.5,0.1550542
3.420529,4.5580454,3.3683429,0.49967858,-0.72853875
3.122322,0.6824337,3.5975041,0.5,0.7226464
2.6178007,2.5886178,0.7407827,0.5,-0.7178582
0.65217686,1.2833812,1.2437998,0.0,-0.062721
4.192673,5.040988,4.8701935,0.49392053,-0.18366767
0.5383592,0.41906956,1.7513732,0.010791575,0.6716174
2.471372,3.1035318,3.0247822,0.4937543,-0.1355979
2.989554,3.0910802,3.2087364,0.48459643,0.12325548
2.0717862,1.8020872,2.000714,0.33156756,0.23187923
3.0997615,2.981685,3.0095835,0.5,0.038598705
2.7187557,2.3519475,0.387885,0.4932732,-0.7091219
2.7934556,3.0663872,3.1266024,0.5,0.031220388
2.2720115,0.72445166,2.9915333,0.39014807,0.67665863
2.1351166,2.8739858,2.4884484,0.33300462,-0.45584437
1.4122821,2.0799747,1.3871106,0.062798746,-0.7134473
0.481497,0.47399774,0.2462438,0.0037379484,-0.4383945
3.1775212,0.61037636,2.9961421,0.5,0.68474025
3.0798485,0.8011171,3.3519113,0.5,0.70924824
2.8310552,3.0880017,3.3147566,0.5,0.27157825
0.7693451,0.82630134,1.4371122,0.002558656,0.6755577
2.0952177,2.3131745,2.8281672,0.33666208,0.5930239
2.4692748,0.39261785,2.1001704,0.48434043,0.7027984
1.9254819,2.9060133,1.8828299,0.25032794,-0.73488635
1.5777704,1.4763018,2.1966496,0.11756663,0.6940427
0.7499971,1.3507768,1.4093816,0.008187156,0.118614726
2.6692808,3.15294,2.8635676,0.49147785,-0.26176
1.1773076,0.9731802,2.123132,0.04210015,0.7027394
3.117599,4.083577,3.9137373,0.5,-0.23995742
3.824768,3.311776,4.378649,0.5,0.67130524
3.0643814,3.7509992,3.4275718,0.495858,-0.35923553
2.495559,2.6299932,1.8288357,0.49958548,-0.7399617
3.6478398,3.3337677,0.89491063,0.5,-0.6900331
1.6103078,1.7382547,1.837698,0.12331884,0.0712539
1.3709903,2.4578717,2.3635333,0.07145402,-0.10244491
2.0816588,3.5432441,2.975343,0.3309702,-0.6884117
3.0972748,2.9155335,2.9548848,0.5,0.052651163
0.6868505,0.9249222,1.4351169,0.0075038313,0.7232275
1.8870769,2.0009077,1.6758075,0.24072805,-0.47487324
2.213976,2.335564,1.0340457,0.38492623,-0.6596541
1.8751953,2.8799427,2.9967554,0.23232706,0.1409749
1.8528156,1.8930693,0.9606964,0.23500437,-0.7086675
3.532586,3.3022635,2.3234358,0.49561122,-0.69859535
0.3236905,0.29494706,0.642398,0.0,0.6708963
3.7237074,3.812432,3.677688,0.5,-0.17991738
0.74283624,1.4025196,1.1873686,0.0014255166,-0.43908656
2.9202304,3.1348011,4.0289927,0.49586117,0.6689289
0.8201049,1.3188789,1.4619019,0.022135153,0.2620936
3.1312616,3.851533,3.6327548,0.49352333,-0.24117047
0.7315442,0.8365651,0.5007466,0.00965962,-0.60948956
3.1948767,3.3785586,3.1797905,0.4966255,-0.22631565
2.951012,3.3714883,0.2,0.5,-0.75096583
1.9430695,0.30072793,1.9108554,0.24847524,0.75062877
3.0411584,3.248886,3.6181874,0.49815387,0.4408814
2.563447,3.2541633,2.8490255,0.48200083,-0.47661722
2.1415381,2.3879805,2.2668822,0.3456564,-0.16956063
3.014229,3.818811,3.8281746,0.49805644,-0.02351856
3.1578336,2.8754766,0.54544586,0.5,-0.66261876
2.3471022,2.6329777,1.7901441,0.41664264,-0.7186541
0.94862103,1.4355944,1.818781,0.017827217,0.65363395
1.7895712,2.2210815,1.9921669,0.21744631,-0.3097413
1.5300517,1.5975382,1.5960516,0.10154058,0.025066037
2.4743612,1.9155422,2.59323,0.4904754,0.7022314
3.1022592,3.8255796,3.024402,0.5,-0.66466665
2.2297206,1.7238446,3.7785916,0.39232838,0.6974214
3.4680994,3.0255702,2.9935668,0.49005985,0.0007650945
2.5273433,2.946055,2.8453615,0.5,-0.12727006
2.4916797,2.4980795,2.764076,0.49006915,0.3353246
2.437331,0.80884117,3.031591,0.47361526,0.68054634
3.1909752,2.7520914,3.1615777,0.49856076,0.4518043
1.1656743,1.4998612,2.0008545,0.057747528,0.7186799
2.4901607,3.1508214,2.563118,0.49803135,-0.7144513
2.2571533,1.6559583,2.2297635,0.4029407,0.6741201
2.290246,2.5898252,2.5087929,0.4135049,-0.07038337
0.9062799,1.5311488,0.69807714,0.021028936,-0.66727716
2.5078928,2.0848365,3.310051,0.49770838,0.6722238
3.1558385,3.5079014,2.7126024,0.5,-0.7489846
0.92824715,1.1138182,1.5635529,0.0064350287,0.66049427
3.0132174,3.3621013,3.6200547,0.5,0.26023138
2.7624593,2.801264,3.2992926,0.5,0.56566024
3.419114,2.9051058,3.6106708,0.49302727,0.75387996
2.4019446,2.4388547,2.3227422,0.4712578,-0.22260879
2.4245281,2.3871422,2.8730607,0.45189103,0.59234166
3.0678065,3.2263634,3.3661966,0.5,0.14163403
2.4223342,3.2290425,1.8712542,0.48582557,-0.6887768
2.9394662,2.3639257,3.5651035,0.4969008,0.7444747
4.024326,4.6761837,0.64406306,0.49270403,-0.73657286
2.0663319,3.07632,1.8875368,0.32748857,-0.6638329
3.5279799,4.576775,4.2868433,0.48552176,-0.35530332
2.3399906,3.3943737,2.575877,0.43387538,-0.7237339
3.3919938,3.749331,3.5284624,0.49543312,-0.27669993
3.0099976,3.2425528,3.055977,0.49328506,-0.24465959
2.9678905,2.3194366,3.0541184,0.5,0.6221766
2.516439,2.569566,2.6858242,0.5,0.14743753
2.408805,3.273638,3.488629,0.44333678,0.24473578
2.121232,1.6872331,1.3881112,0.33920026,-0.40574947
0.8098372,0.5033154,2.2634978,0.019349763,0.6764562
1.2390409,1.3923092,2.579326,0.0722895,0.6508296
0.7583016,0.2,0.77855104,0.006079771,0.76495826
1.7822269,2.8357525,2.0579052,0.19062854,-0.71136886
2.6265597,3.130762,2.8758452,0.5,-0.28285393
3.358955,3.734936,4.12809,0.49962345,0.48267016
3.1582286,3.7808115,3.4779932,0.48952466,-0.35016477
2.61747,2.5622108,3.00456,0.5,0.5716693
4.1373925,0.44507712,4.940413,0.5,0.7233203
2.2292225,1.9596705,1.4998485,0.39171064,-0.53601205
2.5924535,1.6709145,2.6868067,0.48458996,0.7371081
1.7393773,1.9099315,0.52702916,0.1649311,-0.6964909
2.338037,3.3454735,2.419397,0.446133,-0.65031695
3.6729896,4.7159295,3.0158703,0.5,-0.70316875
0.5126463,0.69094485,0.69454783,0.0005983303,0.0024177649
1.7109973,1.7721982,1.6005397,0.1637802,-0.23096424
3.148086,2.5766497,3.1131089,0.49139297,0.6130992
2.8191965,0.360651,3.0423205,0.5,0.66967
3.0811312,3.4854615,2.467211,0.4831661,-0.7351563
2.3867166,2.5781524,2.4711366,0.44327846,-0.14017221
2.0083027,1.1425717,1.8154445,0.30579343,0.6834016
0.6225649,0.22338587,0.2,0.009192666,-0.028768597
2.9452658,3.1451564,3.364992,0.48078302,0.24880643
2.5202186,2.0386746,2.1011965,0.48673275,0.09517065
2.8163064,0.53941983,3.2824314,0.5,0.6880028
0.59798926,1.0451293,1.2101368,0.0,0.30056483
2.8754206,2.4157422,2.9589734,0.4958119,0.68019754
1.258945,1.4501728,2.0153792,0.050102454,0.6647184
2.1476443,1.9107044,3.5126257,0.36640495,0.72035754
2.6874053,3.36586,3.1459274,0.49789312,-0.26394284
1.3261551,3.1387594,1.3734715,0.0686566,-0.71177554
2.9750314,3.126526,3.7766685,0.48345652,0.7084579
3.1131585,4.0788937,2.32906,0.49152434,-0.7119327
1.1868827,1.9202135,2.591659,0.070957534,0.77704114
1.5952212,1.8268743,1.8408481,0.113115735,0.0037253988
1.9703641,2.4579632,2.3726459,0.2918826,-0.075110205
0.9441051,0.49907982,0.34376225,0.008354914,-0.2687538
0.48686028,0.8028882,1.1351782,0.0,0.60496473
0.665818,0.6410913,0.86561257,0.00666928,0.43699938
1.0473144,1.8372722,1.1800414,0.026290677,-0.6543413
3.043656,2.9139092,2.940867,0.5,0.007969313
0.5547363,0.26435947,0.31072682,0.0,0.10467944
2.9601343,0.6300218,2.8029318,0.5,0.6594634
2.8172896,3.42083,2.162452,0.49837855,-0.7236798
2.558218,2.671521,2.9090066,0.5,0.29981267
0.7484774,0.2,1.7857709,0.011900371,0.72932935
2.2426758,2.9479685,2.621152,0.39213878,-0.3856975
0.8893954,0.75134325,0.597894,0.018246356,-0.24525477
1.9240242,1.9167591,2.318895,0.25541312,0.4556901
1.9492753,2.0795524,0.85482067,0.264204,-0.6740769
1.7530866,1.4512942,2.8742578,0.18840447,0.70065904
1.9644147,1.3617786,1.9363465,0.25883868,0.61123264
2.660918,3.2512147,3.1427379,0.5,-0.09794003
2.4241564,2.9274065,2.5404315,0.47121122,-0.52430564
2.4368734,2.635985,2.9515915,0.4647322,0.35346636
2.4313586,2.7909272,3.815753,0.47395903,0.74146205
3.6753476,2.9731207,2.8648646,0.49513945,-0.14751926
1.9321157,2.4024923,2.23991,0.26462615,-0.19233644
1.8764327,2.2924926,2.18385,0.25606036,-0.14072323
2.1265092,2.5027933,2.119681,0.34446812,-0.4997655
2.5751643,3.0073295,2.4104526,0.5,-0.6889646
2.8765604,3.6343665,3.5620513,0.5,-0.08740813
3.0107534,3.1548202,3.1706023,0.49388242,-0.034987003
3.2114308,3.4036856,3.350815,0.5,-0.022027118
2.533388,2.0744047,2.5642567,0.47657147,0.5822057
2.3392544,2.8474388,2.4879231,0.4246514,-0.45190862
3.5700047,3.4621649,4.061912,0.5,0.67187953
0.91571283,0.80030024,1.3781149,0.028615113,0.66960436
2.6978598,2.6010282,2.451858,0.5,-0.18207176
0.6358273,0.36716795,0.7004774,0.0,0.62341034
3.757153,3.9017224,4.3722425,0.5,0.58856004
1.654179,0.58317435,2.6507397,0.1475913,0.7220218
0.55421156,0.23778276,1.5000219,0.0,0.6920923
1.7934296,1.9972495,2.781327,0.19100215,0.71716434
1.5067028,1.9991945,1.8243406,0.07902103,-0.23777325
0.6294404,0.2,1.3706799,0.005045181,0.7366948
3.1067107,4.2509155,3.5476396,0.49451122,-0.6604077
0.4721046,0.4318421,0.29954013,0.0,-0.27032414
2.2691374,0.3807795,2.4236574,0.38290295,0.67538726
2.9955854,3.2454832,3.06288,0.48435163,-0.20966007
2.4978135,2.3187625,3.11439,0.4890956,0.69171005
2.861143,3.0604072,3.5527565,0.47841796,0.58862203
0.38313818,0.2,0.66202617,0.0,0.6660493
2.479016,3.267604,2.6079624,0.4913087,-0.68884546
3.256343,4.7537065,3.1038446,0.5,-0.77107966
1.8433676,2.3696713,0.51816267,0.22673246,-0.7133792
3.001014,3.3137164,3.1363378,0.4908569,-0.18670493
3.2764404,3.1637385,3.5934694,0.49809557,0.49373183
0.78756166,1.4915094,1.0181154,0.006627293,-0.70546746
1.8542094,1.6614388,1.6641964,0.24994718,-0.0014135645
0.7399928,1.1615202,0.34286413,0.007994638,-0.69410497
2.7972665,2.7015133,2.9358668,0.5,0.28589845
2.9013636,2.442238,3.2730918,0.5,0.7257591
2.6594472,2.753965,2.6023083,0.49542466,-0.18139532
3.4922314,3.159838,2.8522162,0.5,-0.36486003
1.7971011,2.7808404,1.4874972,0.21331155,-0.7050844
2.4521208,2.2956574,2.7648535,0.4738808,0.612981
0.82501876,0.87139004,1.1863284,0.007446994,0.5915322
0.5033604,0.39173958,0.3936116,0.0,0.040580053
0.49245796,0.2,0.2,0.02289246,0.01973453
1.2396182,1.7067565,0.7560725,0.045156825,-0.663856
1.3233749,1.404126,0.8382063,0.06796574,-0.71838886
2.7501485,4.1807947,2.7674522,0.5,-0.67107755
2.7761376,3.475811,2.1544003,0.49208263,-0.6880062
0.71484697,0.9603435,1.0386162,0.0058357585,0.16987918
0.6507411,1.0910447,1.157151,0.0,0.10105893
0.7897487,0.92572576,0.24061328,0.023761703,-0.68397045
0.6856702,0.3396154,0.38304734,0.0056921896,0.13334864
2.7602787,2.214198,2.9129632,0.5,0.6947524
0.9713206,0.5987441,0.8084132,0.042910967,0.3855334
1.2851121,2.1483383,1.5562993,0.07502299,-0.7141627
2.5224555,2.8489075,3.1724358,0.5,0.38659212
0.9493521,1.4545838,1.0025958,0.051259518,-0.7785577
2.769166,3.3786767,0.38883218,0.5,-0.74776006
1.1607729,1.2700381,0.5576015,0.055352453,-0.6930847
2.4934986,2.472845,2.550751,0.5,0.089201145
1.0004342,2.2726448,1.5358381,0.04723774,-0.67314714
2.534966,2.9794972,3.8065903,0.5,0.6672034
2.2614553,1.6517897,1.9193914,0.39864907,0.3453078
2.4267452,1.7959903,2.2289553,0.4822593,0.5081174
3.0748284,3.617491,3.397377,0.5,-0.23645514
2.1798053,1.9421593,2.8115735,0.36819118,0.70465934
0.5983705,0.7791847,1.9315319,0.010720531,0.6892868
2.962182,2.0591471,2.8975203,0.5,0.741886
0.7794679,0.8311494,0.59661055,0.01726317,-0.40853015
4.1411343,4.823956,3.9980829,0.5,-0.66184056
2.7233207,2.6762877,2.7225776,0.48438656,0.06402543
1.114671,0.75541013,0.27061492,0.0626384,-0.68263215
2.0381632,2.171116,2.3790865,0.29951966,0.28473613
2.0341036,2.2364807,0.97209567,0.31623787,-0.72540855
0.587734,0.6010822,0.2,0.0,-0.6869374
1.4030015,0.73916966,0.7756589,0.072233744,0.0935221
1.9504375,2.336364,2.1230633,0.29128155,-0.2524934
1.3026384,0.45115384,1.1046497,0.073482245,0.67682284
3.2947173,3.6027496,3.214156,0.5,-0.5120739
2.3273718,1.9544066,2.9746752,0.4176415,0.7123306
2.98348,3.828561,3.5048146,0.4844196,-0.39022774
1.5786328,0.38272226,1.6781939,0.10150518,0.7200798
2.440919,2.3779626,3.052412,0.4562256,0.6980374
1.1146395,0.58985966,1.8862097,0.038071454,0.6787014
2.7998123,3.8026795,3.6973214,0.5,-0.08873542
1.9221666,2.7421844,2.9210768,0.26373383,0.2584028
3.8036606,4.79926,3.902625,0.49892867,-0.6617681
1.6676203,2.1155758,0.87946266,0.15529038,-0.71322775
3.2956855,3.2384396,3.273754,0.5,0.061162364
1.0574486,1.6391966,1.9564815,0.045988657,0.53839093
2.7752354,3.8361363,2.8677158,0.48610345,-0.69810146
2.6507075,0.64644927,2.8352935,0.5,0.68096775
3.6732295,3.4661052,3.4800446,0.5,0.019343482
4.057836,4.2999964,3.7445927,0.4886236,-0.6486594
2.462016,2.9947667,2.8942366,0.48935568,-0.08492377
0.9828904,1.3463696,1.6809375,0.04223165,0.5920281
2.2568607,2.818152,1.9552675,0.41022345,-0.6832231
1.9200876,1.778723,2.7457793,0.24509996,0.6861465
2.9269164,2.9139757,3.616472,0.5,0.69954246
2.754942,3.14322,3.1229439,0.49496472,-0.072484575
1.6281981,2.0019827,2.3083172,0.13969648,0.31490666
2.8550334,2.7643952,2.8323483,0.5,0.05363295
1.0572459,0.2,0.5307151,0.028750954,0.5554095
2.2498004,0.5306329,2.2080612,0.39054382,0.6599821
2.1937313,2.359067,2.980906,0.37512672,0.72241217
2.8658319,3.2045133,3.6814604,0.49370673,0.6053947
0.77448857,0.53013015,0.36484173,0.0121716475,-0.32126972
2.862942,0.74444723,2.4285822,0.5,0.6690676
3.094998,4.054999,2.7939544,0.48657537,-0.7020335
1.1298405,1.0213971,0.35806713,0.04687014,-0.6626425
2.3113031,2.7206373,0.9173515,0.4282331,-0.69221276
0.8268374,1.9116765,1.2803305,0.020931402,-0.73551565
1.7913408,1.4512725,0.5212585,0.20116928,-0.69515556
2.7034698,3.760087,2.8715312,0.5,-0.7373192
0.5998869,1.337299,1.522343,0.02315492,0.3069453
2.6077287,2.6121922,3.2433503,0.48287857,0.7476772
2.8176894,1.7039691,3.1972716,0.5,0.70054793
2.6425622,3.4720397,2.9015055,0.5,-0.7005438
0.8924835,2.000073,1.6312588,0.01385604,-0.6541018
1.0076256,0.86402863,1.4160606,0.025082279,0.67258066
2.575761,3.5935493,2.5647206,0.48281312,-0.75680494
0.85336083,0.21812391,1.5996268,0.009723116,0.7403728
3.2151494,3.570685,2.7287576,0.5,-0.7115156
2.4014988,2.5042708,2.99419,0.46968156,0.5849008
2.3693054,1.9094375,0.45402944,0.42465112,-0.6818273
2.3058443,2.404468,2.6215181,0.4122577,0.2609706
0.31152913,0.5542637,0.57918966,0.006231069,0.025769059
2.7873492,2.4113085,3.7482257,0.5,0.7266516
3.2149167,3.7608247,0.5251748,0.48181012,-0.6643643
3.9592693,3.7816865,4.8333325,0.49926913,0.7677115
1.2443354,1.2563157,1.6983746,0.06720818,0.6296837
1.0432175,1.9457906,1.7523254,0.039447922,-0.29830924
2.9224074,2.821683,3.3459492,0.5,0.6386675
2.404287,1.4970354,2.4862185,0.46782804,0.66108984
1.9523419,2.0170612,2.5251112,0.25305012,0.5703534
2.7418544,2.9762435,2.8119347,0.4872591,-0.17935444
0.86952204,0.9121569,1.6247368,0.024084894,0.74655116
2.745993,3.410795,2.3947623,0.4934982,-0.6958578
2.1116195,2.5697029,2.2256248,0.35240322,-0.4748403
2.5538518,2.3705509,2.383592,0.5,0.025619235
1.9289314,2.4508436,3.272785,0.255392,0.7329545
1.0563841,1.4416245,0.9227229,0.03011882,-0.6968292
3.01764,3.4099638,3.1743267,0.5,-0.2585457
2.1961641,2.335191,1.3494191,0.36754566,-0.7013326
0.67513704,0.956905,1.7009475,0.0,0.7073129
1.148316,1.3491906,0.9692814,0.039417956,-0.5742595
0.63471633,0.62113214,1.5518265,0.004570259,0.7108832
2.1391246,0.46824506,1.8210073,0.34587893,0.6980437
2.155059,2.5855453,0.57223034,0.3426401,-0.6953215
2.8539016,3.322584,3.456715,0.4935802,0.17948921
2.4322808,2.8677585,1.8049387,0.46843967,-0.6970957
3.1877043,2.2090974,3.5345905,0.4744019,0.7189832
0.68015647,1.3136559,0.45806915,0.021237105,-0.67416805
1.410187,1.0960793,2.6977613,0.067997,0.6890868
2.257316,2.9982524,3.4183705,0.39784464,0.5415527
2.7038913,2.2283106,3.4957218,0.5,0.71711224
2.5524232,3.474934,0.331604,0.49780384,-0.6544882
1.5630664,0.68374825,1.432035,0.09594211,0.66395116
3.714528,4.108656,4.367377,0.48653838,0.29533345
3.0435324,3.061764,2.820185,0.5,-0.29333422
0.5412547,0.9973994,0.4034703,0.006126343,-0.71007305
1.417082,2.4713087,0.5868879,0.063959375,-0.70057243
0.53250974,0.81763834,0.21074179,0.0,-0.7401064
2.252383,2.9030173,0.47996485,0.38375205,-0.7097767
2.6079307,3.5186493,2.7753873,0.5,-0.69696563
1.2521195,1.1937329,1.4964893,0.057753637,0.42813098
0.9981644,1.3679113,2.1014452,0.028667845,0.6910994
2.3646305,3.2103531,2.02406,0.4513183,-0.70495003
2.5512407,2.851812,2.3330677,0.48590145,-0.612973
2.4953,2.3312197,1.1765732,0.4888187,-0.67656827
2.5976114,3.083628,3.1863637,0.47481313,0.15182479
3.480999,3.7943637,4.108949,0.5,0.34943274
2.305515,2.721159,2.9032574,0.40441012,0.24057817
2.0364065,1.9951144,2.2863276,0.31197026,0.37138566
1.1550184,1.5272328,1.0346924,0.047465343,-0.7075462
2.2886941,2.4110203,1.8825407,0.41801426,-0.6407314
1.7747684,1.7710271,2.262272,0.18743148,0.55779773
3.1648314,4.042413,3.0044146,0.5,-0.74088204
2.542824,2.4629521,0.5268542,0.49614048,-0.66958344
1.0066655,0.72432953,1.7285439,0.019564979,0.7106682
3.4801106,3.0969234,0.61250883,0.49362662,-0.7005016
2.0759346,2.2560515,2.3354137,0.306511,0.1419051
1.111706,1.2928965,0.2115133,0.037451047,-0.68966687
3.4126353,3.969002,3.5671575,0.49532104,-0.46768588
2.6857228,2.2704413,2.77034,0.4951187,0.59648716
2.9023964,2.2901728,4.067905,0.5,0.689368
3.2163873,2.543234,3.306771,0.49461836,0.73744124
3.1030395,0.4798736,1.7654401,0.4992577,0.7412033
2.8524342,3.4947174,2.9546037,0.5,-0.6785195
3.4138384,4.095396,3.6740701,0.4942611,-0.5020507
2.538254,2.51356,3.385377,0.49077788,0.70663434
0.96447694,1.2117335,1.1672442,0.032432016,-0.13512515
2.5629072,1.5663953,2.48518,0.5,0.7495324
3.2206647,4.272148,3.327594,0.5,-0.75522476
2.2278402,3.0045483,3.849358,0.37343898,0.6843055
1.5658166,2.2283404,2.0154564,0.11513143,-0.2638308
3.0130115,2.6979518,3.0268843,0.5,0.41359338
1.968735,0.8594905,2.6691675,0.27697697,0.71776235
1.0958633,1.2106054,0.68755996,0.038066216,-0.6852953
1.0295333,2.1547139,0.8560628,0.030822791,-0.72702694
1.0987732,1.833046,0.9964101,0.03182178,-0.7269099
2.4108934,2.5120623,1.656694,0.47402668,-0.7106928
0.7862761,1.2590375,1.4654433,0.011023336,0.38350502
2.92463,2.6602402,2.6993577,0.48315737,0.03550908
2.9832458,2.5794046,3.3222997,0.5,0.6671823
0.3855756,0.5649089,0.2791118,0.013114281,-0.5289011
2.8289359,2.535282,3.2494342,0.49169418,0.63945544
2.4664254,1.8263639,3.699935,0.49713305,0.6752184
2.3618536,2.5420666,2.3670094,0.45440847,-0.22097944
1.906309,2.02691,1.845312,0.24051908,-0.23205635
2.1396108,1.9040802,1.7586503,0.34936598,-0.16974127
2.8223257,2.8051438,2.7589226,0.49238136,-0.108910896
2.773704,3.1888108,0.8136217,0.5,-0.7042973
3.058016,3.1779163,4.053569,0.5,0.642027
1.7649349,2.001351,1.6371833,0.17255063,-0.46815553
0.7684894,0.923594,0.46092743,0.0,-0.7221258
2.3582046,0.44214556,2.4654627,0.44834465,0.74167395
1.9885223,2.838979,2.5450773,0.29599386,-0.34183064
2.7185264,2.9533365,0.7312981,0.5,-0.688389
1.8487521,1.5873368,2.6249843,0.21935274,0.74015695
1.0612139,1.0311112,1.0607772,0.042111903,0.057321746
2.0397868,1.6687605,1.8478646,0.31103328,0.21824442
0.66459906,0.44320792,0.78362983,0.0,0.725246
0.85693175,1.3117009,0.935977,0.022086704,-0.6530176
1.959087,1.8512176,2.6701832,0.27346838,0.68390673
3.8497102,3.9689412,0.6634596,0.5,-0.705766
2.7425156,3.5521028,2.6483603,0.49995998,-0.65851337
2.7208538,3.1610878,2.1156228,0.4999168,-0.6790653
2.5476146,2.798179,3.0957007,0.5,0.36437124
2.866575,3.0597353,2.407299,0.5,-0.66532314
2.9133134,3.0556667,0.85584825,0.48464525,-0.671471
2.0466187,2.7076786,2.6215124,0.30680358,-0.08864663
2.4778879,2.8139577,3.6666048,0.5,0.71216273
2.607436,2.7450993,4.0411015,0.5,0.6932214
0.9174821,0.42077237,1.3321172,0.032942746,0.6875794
2.970091,3.45227,2.1204407,0.48680633,-0.66926956
2.7133188,3.076847,2.3047812,0.5,-0.658305
1.7792516,1.2020677,1.9114267,0.1857369,0.74309254
2.2649965,2.4019175,2.2048151,0.40022126,-0.23825878
1.8849673,2.2738616,2.1669092,0.22789769,-0.1520165
2.9817119,3.0577247,3.2237902,0.49809662,0.17041339
2.2322671,0.491021,1.7806116,0.39582714,0.6696162
1.2035283,2.1856296,1.72508,0.05177842,-0.68311906
2.729717,2.284284,2.436382,0.5,0.19147003
2.5603693,2.6885033,2.9203696,0.49373797,0.27580684
2.5815136,0.5919071,3.7544188,0.5,0.69885164
2.064156,2.2417052,0.33171406,0.29856962,-0.755107
2.751731,3.3203247,3.0473723,0.5,-0.3203943
0.8479532,0.4932346,0.86593366,0.020731421,0.63006353
2.539569,1.9491299,2.1942766,0.5,0.23251866
3.276799,3.8838108,3.5805802,0.49950957,-0.37385267
2.9033384,2.9184544,2.730766,0.49599147,-0.22423904
1.2808856,2.7391713,1.88536,0.054726366,-0.72460955
2.5611277,3.1670575,3.0852616,0.4876477,-0.113412224
3.546196,3.244669,4.5999165,0.49967048,0.7031096
2.4160342,2.961782,2.9784834,0.4824767,0.051410504
0.96242416,1.2036505,1.5909489,0.043001983,0.67677844
2.9955113,3.4232225,2.135391,0.49712026,-0.6942183
0.85636747,0.6840617,1.5789928,0.024125967,0.71861285
2.3779914,2.706698,3.0350492,0.44633412,0.38105807
0.9049805,1.6831356,0.76833254,0.037491694,-0.68889064
0.8358544,1.4593275,2.0170214,0.03098824,0.72639966
2.9434469,3.6991227,3.636219,0.5,-0.04883499
3.3767135,5.217599,3.722186,0.5,-0.7240292
1.7807354,1.6406527,0.6869867,0.19034646,-0.6606658
3.6210167,4.777032,4.1325517,0.48832983,-0.65990144
2.3877208,2.8089092,2.7631772,0.44004148,-0.002350202
3.144556,3.1472254,3.283099,0.5,0.15877208
0.6099735,0.8118963,1.5004294,0.0,0.63999826
1.6603926,2.2651868,1.1316375,0.13495605,-0.6650885
1.7773184,1.8827609,0.5500573,0.21843961,-0.64823216
2.350382,1.6207225,3.3936565,0.4445798,0.7129154
2.922911,3.5246294,3.1828382,0.5,-0.41948473
2.6488512,2.9241326,3.2683625,0.5,0.3989762
2.447489,2.3456516,2.6101644,0.4822361,0.31132331
3.2427711,2.8794618,2.9639227,0.4949214,0.15450673
0.8484049,1.2326292,1.5158255,0.00076967647,0.5165856
2.7775722,3.6024382,3.7378554,0.5,0.18089464
1.3432275,1.0587962,0.56133014,0.05216095,-0.675306
2.6042593,2.913377,3.0546558,0.4944939,0.11361032
2.1158772,3.4579194,2.5123725,0.34807184,-0.61034817
2.8791327,3.509656,2.9277391,0.5,-0.7352433
3.0174735,3.2507312,3.8784578,0.5,0.7211551
1.1301599,1.2856991,1.1958189,0.059175856,-0.118573174
2.6069555,2.6315808,2.3337374,0.47705665,-0.3248514
3.4666286,3.760688,3.5779672,0.5,-0.18610205
0.81956714,0.89342594,0.9909305,0.014897991,0.19597995
2.5412621,2.5246992,2.3743665,0.5,-0.16738868
1.1635679,1.3075275,1.0704302,0.03510783,-0.31540585
2.861636,2.2345066,2.4871416,0.48714927,0.36577272
0.6886445,0.48507646,0.6943299,0.0010005503,0.37518013
3.1093886,4.6894803,3.416677,0.49041745,-0.7188771
2.8534462,2.4185574,2.6755233,0.4964015,0.3287592
4.2160077,5.139051,3.8554232,0.4916628,-0.6777511
3.534271,4.217034,3.1167452,0.48065686,-0.67968863
0.9398181,0.76152307,1.0109193,0.03726281,0.39604196
2.3035994,2.2332532,2.2540488,0.4063741,0.024604455
1.4274803,2.1082695,0.7975729,0.072460815,-0.7040245
1.3866603,2.4878402,0.91250926,0.066203795,-0.71087366
1.011489,1.7690226,0.41668084,0.020326307,-0.6689208
1.9152156,2.23566,1.952811,0.2366579,-0.32123104
0.55215704,0.72576255,0.6766914,0.0,-0.0954719
